id,private,fork,size,stargazers_count,watchers_count,has_issues,has_projects,has_downloads,has_wiki,has_pages,forks_count,archived,disabled,open_issues_count,allow_forking,is_template,forks,open_issues,watchers,score,n_commits
138393139,False,False,3479,68685,68685,False,False,True,False,False,6020,False,False,14,True,False,6020,14,68685,1.0,1066

88011908,False,False,460,68116,68116,True,True,True,True,False,10226,False,False,17,True,False,10226,17,68116,1.0,564

74791366,False,False,574,67976,67976,True,True,True,True,False,9055,False,False,59,True,False,9055,59,67976,1.0,540

724712,False,False,831685,66920,66920,True,True,True,False,False,9252,False,False,8604,True,False,9252,8604,66920,1.0,168855

52631841,False,False,4056,65893,65893,True,True,True,True,False,6102,False,False,51,True,False,6102,51,65893,1.0,658

111583593,False,False,3637,65535,65535,True,True,True,True,False,7052,False,False,1033,True,False,7052,1033,65535,1.0,1804

44571718,False,False,12971,65157,65157,True,True,True,False,False,9005,False,False,32,True,False,9005,32,65157,1.0,4830

1181927,False,False,208976,64321,64321,True,True,False,False,False,32453,False,False,953,True,False,32453,953,64321,1.0,34028

4164482,False,False,225203,64272,64272,False,False,True,False,False,27162,False,False,151,True,False,27162,151,64272,1.0,30788

26500787,False,False,88453,64052,64052,True,True,True,True,False,2815,False,False,314,True,False,2815,314,64052,1.0,555

155220641,False,False,91486,63761,63761,True,True,True,True,False,15006,False,False,497,True,False,15006,497,63761,1.0,9873

151834062,False,False,29063,63504,63504,True,False,True,False,True,17135,False,False,3,True,False,17135,3,63504,1.0,660

7691631,False,False,183694,63141,63141,True,True,True,True,False,18115,False,False,4271,True,False,18115,4271,63141,1.0,44075

5108051,False,False,506916,61808,61808,True,False,True,True,False,51548,False,False,2151,True,False,51548,2151,61808,1.0,31849

6296790,False,False,151184,61366,61366,True,True,True,True,True,36451,False,False,559,True,False,36451,559,61366,1.0,38099

14747598,False,False,2579,61352,61352,True,True,True,False,False,6039,False,False,623,True,False,6039,623,61352,1.0,850

3678731,False,False,58130,61105,61105,True,True,True,True,False,8380,False,False,304,True,False,8380,304,61105,1.0,15107

15204860,False,False,229149,60589,60589,True,False,True,True,False,4805,False,False,12,True,False,4805,12,60589,1.0,837

107111421,False,False,2790,59884,59884,True,False,True,False,True,5806,False,False,5,True,False,5806,5,59884,1.0,694

1861458,False,False,19379,59808,59808,True,True,True,True,True,16182,False,False,712,True,False,16182,712,59808,1.0,2911

507775,False,False,987962,59720,59720,True,True,True,False,False,21766,False,False,3893,True,False,21766,3893,59720,1.0,64382

44838949,False,False,809125,59641,59641,True,False,True,False,False,9594,False,False,6043,True,False,9594,6043,59641,1.0,135521

20904437,False,False,2721,59543,59543,True,False,True,False,False,6620,False,False,523,True,False,6620,523,59543,1.0,1577

460078,False,False,101744,59448,59448,True,True,True,True,False,28346,True,False,468,True,False,28346,468,59448,1.0,9073

10744183,False,False,102208,59355,59355,True,True,True,False,False,5303,False,False,301,True,False,5303,301,59355,1.0,13941

11180687,False,False,109575,59153,59153,True,True,True,False,False,6609,False,False,613,True,False,6609,613,59153,1.0,7077

596892,False,False,9153,59100,59100,True,False,True,False,False,15094,False,False,15,True,False,15094,15,59100,1.0,4663

127988011,False,False,57634,58481,58481,True,True,True,True,False,24786,False,False,31,True,False,24786,31,58481,1.0,801

74293321,False,False,68576,58387,58387,True,True,True,True,False,2878,False,False,715,True,False,2878,715,58387,1.0,6736

36535156,False,False,25651,58098,58098,True,False,True,False,True,15191,False,False,53,True,False,15191,53,58098,1.0,3546

612230,False,False,3274,58057,58057,True,False,True,False,False,6162,False,False,356,True,False,6162,356,58057,1.0,2070

3228505,False,False,329452,57577,57577,True,True,True,False,False,17188,False,False,901,True,False,17188,901,57577,1.0,38496

1334369,False,False,411,57375,57375,True,True,True,True,True,1355,False,False,60,True,False,1355,60,57375,1.0,263

81975372,False,False,24091,57285,57285,True,True,True,True,False,12140,False,False,105,True,False,12140,105,57285,1.0,445

106017343,False,False,63188,57193,57193,True,False,True,False,False,2849,False,False,17,True,False,2849,17,57193,1.0,4645

237159,False,False,9099,57124,57124,True,False,True,True,False,9692,False,False,142,True,False,9692,142,57124,1.0,5740

8843683,False,False,36204,57045,57045,True,True,True,False,False,11473,False,False,145,True,False,11473,145,57045,1.0,4197

48378947,False,False,25514,56664,56664,True,True,True,False,False,10221,False,False,105,True,False,10221,105,56664,1.0,1002

65600975,False,False,846703,56272,56272,True,True,True,True,False,15588,False,False,9967,True,False,15588,9967,56272,1.0,46795

167174,False,False,31133,56234,56234,True,False,False,True,False,20405,False,False,90,True,False,20405,90,56234,1.0,6562

128398636,False,False,2464,56146,56146,True,True,True,True,False,17302,False,False,61,True,False,17302,61,56146,1.0,305

557980,False,False,15642,55832,55832,True,True,True,False,True,10030,False,False,85,True,False,10030,85,55832,1.0,1923

58028038,False,False,3734,55757,55757,True,True,True,False,False,7871,False,False,14,True,False,7871,14,55757,1.0,123

32484381,False,False,4939,55460,55460,False,False,True,False,True,6126,False,False,17,True,False,6126,17,55460,1.0,4230

4311796,False,False,16027,55440,55440,True,True,True,True,True,10767,False,False,312,True,False,10767,312,55440,1.0,807

33015583,False,False,27807,55267,55267,True,True,True,True,False,19093,False,False,344,True,False,19093,344,55267,1.0,6967

156018,False,False,117769,55091,55091,True,True,True,False,False,21289,False,False,2097,True,False,21289,2097,55091,1.0,11175

23357588,False,False,94614,54670,54670,True,True,True,True,True,14111,False,False,875,True,False,14111,875,54670,1.0,9485

7600409,False,False,13485,54426,54426,True,True,True,True,False,16325,False,False,86,True,False,16325,86,54426,1.0,1718

21872392,False,False,2298,54411,54411,True,False,True,False,True,13350,False,False,0,True,False,13350,0,54411,1.0,1737

16408992,False,False,168960,53812,53812,True,True,True,True,False,3875,False,False,1490,True,False,3875,1490,53812,1.0,21692

172953845,False,False,50529,53696,53696,True,True,True,False,False,4494,False,False,169,True,False,4494,169,53696,1.0,3293

101296881,False,False,183,53549,53549,True,True,True,True,False,5295,False,False,40,True,False,5295,40,53549,1.0,249

3955647,False,False,47581,53291,53291,True,False,True,True,False,6473,False,False,385,True,False,6473,385,53291,1.0,8005

3638964,False,False,215420,53254,53254,True,True,True,False,False,21933,False,False,1191,True,False,21933,1191,53254,1.0,52666

3402537,False,False,3342,53199,53199,True,False,True,False,True,10404,False,False,5,True,False,10404,5,53199,1.0,908

172562475,False,False,640,52974,52974,True,True,True,True,False,7217,False,False,280,True,False,7217,280,52974,1.0,532

36040894,False,False,1042956,52929,52929,True,True,True,False,False,10289,False,False,336,True,False,10289,336,52929,1.0,20228

18408635,False,False,2942,52888,52888,True,True,True,True,False,6778,False,False,133,True,False,6778,133,52888,1.0,518

486550,False,False,21016,52836,52836,True,False,True,True,False,12013,False,False,13,True,False,12013,13,52836,1.0,2338

12888993,False,False,351488,52790,52790,True,True,True,False,False,18328,False,False,1640,True,False,18328,1640,52790,1.0,50198

120538304,False,False,5,52682,52682,True,True,True,True,False,4547,False,False,4171,True,False,4547,4171,52682,1.0,4

67274736,False,False,86135,52127,52127,True,True,True,True,True,13953,False,False,2074,True,False,13953,2074,52127,1.0,4532

311525798,False,False,64463,51564,51564,False,False,True,True,True,7502,False,False,0,True,True,7502,0,51564,1.0,1276

9185792,False,False,217685,51153,51153,True,True,True,True,False,19002,False,False,2170,True,False,19002,2170,51153,1.0,8673

55076063,False,False,170,51108,51108,False,False,True,False,False,7882,False,False,25,True,False,7882,25,51108,1.0,113

157616880,False,False,539237,51073,51073,True,False,True,False,True,8964,False,False,416,True,False,8964,416,51073,1.0,20600

8514,False,False,244952,50767,50767,True,True,True,False,False,20363,False,False,600,True,False,20363,600,50767,1.0,83730

843222,False,False,140991,50191,50191,True,True,True,True,False,23033,False,False,2222,True,False,23033,2222,50191,1.0,28450

9309093,False,False,112276,50034,50034,True,True,True,True,False,5135,False,False,1057,True,False,5135,1057,50034,1.0,6684

63539055,False,False,8225,49381,49381,True,True,True,True,True,5350,False,False,129,True,False,5350,129,49381,1.0,1699

15634981,False,False,957279,49147,49147,True,True,True,False,False,8750,False,False,7463,True,False,8750,7463,49147,1.0,43694

147350463,False,False,716,49168,49168,True,True,True,True,False,6733,False,False,13,True,False,6733,13,49168,1.0,545

15111821,False,False,569507,49088,49088,True,True,True,False,False,9631,False,False,2414,True,False,9631,2414,49088,1.0,35316

26898879,False,False,924,48997,48997,True,False,True,False,False,8689,False,False,115,True,False,8689,115,48997,1.0,745

22670857,False,False,2744,48336,48336,True,False,True,False,False,5934,False,False,136,True,False,5934,136,48336,1.0,1931

127407957,False,False,145181,48070,48070,True,True,True,True,False,8999,False,False,3,True,False,8999,3,48070,1.0,1649

138839979,False,False,207074,48005,48005,True,True,True,True,True,15058,False,False,101,True,False,15058,101,48005,1.0,1275

1148753,False,False,174754,47818,47818,True,True,True,True,True,33766,False,False,1349,True,False,33766,1349,47818,1.0,24206

1700621,False,False,379,47652,47652,True,False,True,False,True,10722,False,False,68,True,False,10722,68,47652,1.0,360

1362490,False,False,12787,47509,47509,True,False,True,True,False,8755,False,False,226,True,False,8755,226,47509,1.0,6111

26066727,False,False,179811,47420,47420,True,True,True,True,True,3503,False,False,691,True,False,3503,691,47420,1.0,4796

12256376,False,False,263398,47256,47256,True,False,True,True,False,13649,False,False,612,True,False,13649,612,47256,1.0,11607

80945428,False,False,252285,47190,47190,True,True,True,True,False,5366,False,False,66,True,False,5366,66,47190,1.0,10700

19872456,False,False,17087,47023,47023,True,False,True,False,False,9167,False,False,88,True,False,9167,88,47023,1.0,5282

83999700,False,False,1827,46819,46819,True,True,True,True,True,6138,False,False,616,True,False,6138,616,46819,1.0,1071

47018239,False,False,1096,46688,46688,True,False,True,True,False,6908,False,False,9,True,False,6908,9,46688,1.0,449

1424470,False,False,20507,46546,46546,True,True,True,False,False,7077,False,False,204,True,False,7077,204,46546,1.0,3969

206462776,False,False,41681,46356,46356,True,True,True,True,False,6710,False,False,89,True,False,6710,89,46356,1.0,280

39464018,False,False,386238,46323,46323,True,True,True,True,True,9084,False,False,1111,True,False,9084,1111,46323,1.0,11651

63477660,False,False,2808,46158,46158,True,False,True,False,False,15089,False,False,19,True,False,15089,19,46158,1.0,1612

7508411,False,False,133620,46085,46085,True,True,True,True,True,7608,False,False,11,True,False,7608,11,46085,1.0,5977

24953448,False,False,947522,45820,45820,True,True,False,False,True,9280,False,False,158,True,False,9280,158,45820,1.0,180

50264296,False,False,99544,45552,45552,True,True,True,True,True,3868,False,False,296,True,False,3868,296,45552,1.0,1688

160919119,False,False,12550,45532,45532,True,True,True,True,False,3524,False,False,1489,True,False,3524,1489,45532,1.0,2140

22887094,False,False,52156,45309,45309,True,True,True,True,False,7997,False,False,377,True,False,7997,377,45309,1.0,5979

43441403,False,False,347199,45183,45183,True,True,True,False,False,5545,False,False,398,True,False,5545,398,45183,1.0,21271

81598961,False,False,481047,45165,45165,True,True,True,False,False,23226,False,False,8363,True,False,23226,8363,45165,1.0,113566

14712850,False,False,120125,44883,44883,True,True,True,True,False,3418,False,False,326,True,False,3418,326,44883,1.0,6828

65252,False,False,44627,44705,44705,True,True,True,True,True,9786,False,False,182,True,False,9786,182,44705,1.0,11514

20300177,False,False,388094,44687,44687,True,True,True,True,True,9967,False,False,753,True,False,9967,753,44687,1.0,5822

21737266,False,False,1549,44634,44634,True,False,True,False,False,5392,False,False,7,True,False,5392,7,44634,1.0,835

32689863,False,False,74416,44637,44637,True,True,True,True,True,4879,False,False,336,True,False,4879,336,44637,1.0,4802

13807606,False,False,4360,44539,44539,True,False,True,True,False,1923,False,False,286,True,False,1923,286,44539,1.0,2112

83844720,False,False,103937,44321,44321,True,True,True,True,False,12246,False,False,684,True,False,12246,684,44321,1.0,219

46629305,False,False,102,44312,44312,True,False,True,False,False,6648,False,False,67,True,False,6648,67,44312,1.0,148

5483330,False,False,3708,44053,44053,False,True,True,True,True,8903,False,False,377,True,False,8903,377,44053,1.0,2458

191529732,False,False,3747,43977,43977,True,True,True,True,False,6171,False,False,84,True,False,6171,84,43977,1.0,1223

203587744,False,False,59390,43668,43668,True,True,True,True,False,2941,False,False,77,True,False,2941,77,43668,1.0,4230

529502,False,False,22496,43572,43572,True,True,False,True,False,9628,False,False,777,True,False,9628,777,43572,1.0,9125

3214406,False,False,114036,42900,42900,True,True,True,True,False,5206,False,False,139,True,False,5206,139,42900,1.0,32322

34302698,False,False,95719,42802,42802,True,False,True,False,False,5270,False,False,903,True,False,5270,903,42802,1.0,15411

75104123,False,False,88514,42708,42708,True,True,True,True,False,3324,False,False,1091,True,False,3324,1091,42708,1.0,6873

28428729,False,False,871803,42700,42700,True,True,True,True,False,10185,False,False,17,True,False,10185,17,42700,1.0,457

6838921,False,False,148803,42626,42626,True,True,True,True,False,7149,False,False,641,True,False,7149,641,42626,1.0,9980

243950408,False,False,292886,42657,42657,True,False,True,False,True,6458,False,False,311,True,False,6458,311,42657,1.0,1929

53809090,False,False,47973,42344,42344,True,True,True,True,True,3490,False,False,187,True,False,3490,187,42344,1.0,736

40416236,False,False,330,42395,42395,True,True,True,True,False,2028,False,False,87,True,False,2028,87,42395,1.0,273

257485422,False,False,19527,42266,42266,True,True,True,False,False,3329,False,False,585,True,False,3329,585,42266,1.0,4160

36502,False,False,195041,42225,42225,False,False,True,False,False,23547,False,False,95,True,False,23547,95,42225,1.0,66802

5152285,False,False,47072,42206,42206,True,False,True,False,True,8856,False,False,140,True,False,8856,140,42206,1.0,5114

45986162,False,False,10242,41936,41936,True,True,True,True,False,15186,False,False,213,True,False,15186,213,41936,1.0,250

98029592,False,False,1073,41660,41660,True,True,True,True,False,5995,False,False,63,True,False,5995,63,41660,1.0,327

278335273,False,False,1118,41634,41634,True,False,True,False,False,9969,False,False,274,True,False,9969,274,41634,1.0,523

3432266,False,False,1477863,41525,41525,False,False,True,False,False,5116,False,False,128,True,False,5116,128,41525,1.0,92732

196701619,False,False,63633,41296,41296,True,True,True,False,False,1014,False,False,166,True,False,1014,166,41296,1.0,2632

71948498,False,False,18319,41192,41192,True,True,True,True,True,3069,False,False,364,True,False,3069,364,41192,1.0,3226

114747226,False,False,200269,41165,41165,True,True,True,False,True,11694,False,False,19,True,False,11694,19,41165,1.0,1480

15428480,False,False,129007,40963,40963,True,True,True,False,False,17648,False,False,70,True,False,17648,70,40963,1.0,2502

24560307,False,False,87495,40887,40887,True,True,True,False,False,5332,False,False,809,True,False,5332,809,40887,1.0,15222

51148780,False,False,12471,40807,40807,True,True,True,True,False,11156,False,False,210,True,False,11156,210,40807,1.0,756

99598595,False,False,33969,40772,40772,True,True,True,False,False,2141,False,False,762,True,False,2141,762,40772,1.0,2734

29207621,False,False,15492,40739,40739,True,False,True,True,False,3224,False,False,113,True,False,3224,113,40739,1.0,1318

90528830,False,False,3202,40710,40710,False,False,True,False,True,5914,False,False,38,True,False,5914,38,40710,1.0,1774

49970642,False,False,119359,40654,40654,True,True,True,False,False,2843,False,False,1967,True,False,2843,1967,40654,1.0,2351

145553672,False,False,137770,40682,40682,True,True,True,True,False,11305,False,False,25,True,False,11305,25,40682,1.0,124

71995937,False,False,44014,40583,40583,True,True,True,True,False,3249,False,False,449,True,False,3249,449,40583,1.0,5560

261787758,False,False,4724,40411,40411,True,True,True,True,False,8925,False,False,2,True,False,8925,2,40411,1.0,1884

44882201,False,False,512,40367,40367,True,False,True,False,False,5646,False,False,84,True,False,5646,84,40367,1.0,431

9852918,False,False,76204,40313,40313,True,False,True,False,False,8719,False,False,56,True,False,8719,56,40313,1.0,16404

5271882,False,False,38326,40285,40285,True,True,True,True,False,10553,False,False,112,True,False,10553,112,40285,1.0,5176

26689598,False,False,1332,40246,40246,True,True,True,False,True,7674,False,False,54,True,False,7674,54,40246,1.0,539

16752620,False,False,200117,40189,40189,True,False,True,False,False,4567,False,False,803,True,False,4567,803,40189,1.0,5675

892275,False,False,5746,40011,40011,True,False,True,True,True,7123,False,False,158,True,False,7123,158,40011,1.0,1957

11225014,False,False,68472,40005,40005,True,True,True,False,False,8575,False,False,198,True,False,8575,198,40005,1.0,18047

41912791,False,False,55107,39652,39652,True,False,True,False,False,8464,False,False,34,True,False,8464,34,39652,1.0,5387

21700699,False,False,15378,39494,39494,True,False,True,False,False,6545,False,False,8,True,False,6545,8,39494,1.0,6246

51980455,False,False,11780,39439,39439,True,False,True,True,False,2287,False,False,316,True,False,2287,316,39439,1.0,1980

1644196,False,False,237932,39373,39373,True,False,True,False,False,4915,False,False,4117,True,False,4915,4117,39373,1.0,51979

6093316,False,False,838806,39252,39252,True,True,True,False,False,27292,False,False,775,True,False,27292,775,39252,1.0,80587

3482588,False,False,864551,39220,39220,True,True,True,True,False,20039,False,False,38,True,False,20039,38,39220,1.0,1346

15062869,False,False,273328,39100,39100,True,True,True,True,True,5841,False,False,1090,True,False,5841,1090,39100,1.0,6218

128907699,False,False,5397,39025,39025,True,True,True,True,True,1971,False,False,481,True,False,1971,481,39025,1.0,1403

3100121,False,False,127885,38914,38914,True,True,True,True,False,3970,False,False,912,True,False,3970,912,38914,1.0,4702

22119721,False,False,1026,38773,38773,True,True,True,True,False,2985,False,False,14,True,False,2985,14,38773,1.0,433

15019962,False,False,16665,38774,38774,True,True,True,True,False,3135,False,False,233,True,False,3135,233,38774,1.0,10076

11177928,False,False,1790,38713,38713,True,True,True,False,False,10240,False,False,80,True,False,10240,80,38713,1.0,182

23974149,False,False,163680,38692,38692,True,True,True,True,True,4881,False,False,804,True,False,4881,804,38692,1.0,3878

1663468,False,False,133099,38677,38677,True,True,True,True,True,8813,False,False,358,True,False,8813,358,38677,1.0,15710

115478820,False,False,1420,38596,38596,False,False,True,False,True,4548,False,False,11,True,False,4548,11,38596,1.0,1122

31629751,False,False,559503,38565,38565,True,False,True,False,True,2351,False,False,2204,True,False,2351,2204,38565,1.0,18218

62367558,False,False,20649,38560,38560,True,False,True,False,False,3197,False,False,800,True,False,3197,800,38560,1.0,3163

33791743,False,False,57268,38528,38528,True,True,True,True,False,1844,False,False,508,True,False,1844,508,38528,1.0,4840

22067521,False,False,81824,38507,38507,True,False,True,True,False,6737,False,False,746,True,False,6737,746,38507,1.0,6905

13233158,False,False,59215,38479,38479,True,True,True,True,False,5918,False,False,669,True,False,5918,669,38479,1.0,10889

221981891,False,False,108913,38426,38426,True,False,True,False,False,1737,False,False,556,True,False,1737,556,38426,1.0,7830

42408804,False,False,64982,38249,38249,True,True,True,True,True,4176,False,False,631,True,False,4176,631,38249,1.0,4340

77189043,False,False,34427,38073,38073,True,True,True,True,False,12236,False,False,95,True,False,12236,95,38073,1.0,508

68957920,False,False,923,37989,37989,False,False,True,False,False,7941,False,False,2,True,False,7941,2,37989,1.0,592

220809393,False,False,48718,37712,37712,True,True,True,True,False,1243,False,False,66,True,False,1243,66,37712,1.0,3171

71220757,False,False,12333,37749,37749,False,True,True,False,False,10243,False,False,18,True,False,10243,18,37749,1.0,1406

22458259,False,False,27153,37652,37652,True,True,True,False,True,7147,False,False,30,True,False,7147,30,37652,1.0,1555

15452919,False,False,184538,37528,37528,True,False,True,True,True,13984,False,False,324,True,False,13984,324,37528,1.0,13376

21935031,False,False,2137,37549,37549,True,False,True,True,True,6253,False,False,406,True,False,6253,406,37549,1.0,1505

139824423,False,False,10955,37428,37428,False,True,True,True,True,9360,False,False,60,True,False,9360,60,37428,1.0,109

4710920,False,False,39733,37302,37302,True,True,True,True,False,24981,False,False,405,True,False,24981,405,37302,1.0,5489

58836534,False,False,24015,36862,36862,True,True,True,True,False,6033,False,False,37,True,False,6033,37,36862,1.0,667

3065454,False,False,4473,36683,36683,True,True,True,True,True,6837,False,False,60,True,False,6837,60,36683,1.0,401

65794292,False,False,11128,36636,36636,True,False,True,False,False,2283,False,False,93,True,False,2283,93,36636,1.0,3310

140687430,False,False,88057,36595,36595,True,True,True,True,False,3303,False,False,949,True,False,3303,949,36595,1.0,9663

69629434,False,False,30959,36534,36534,True,True,True,True,False,1378,False,False,152,True,False,1378,152,36534,1.0,8845

7741856,False,False,77408,36451,36451,True,True,True,True,False,4556,False,False,80,True,False,4556,80,36451,1.0,5951

343965132,False,False,177830,36351,36351,False,False,True,True,True,7071,False,False,3,True,False,7071,3,36351,1.0,1462

20619036,False,False,6659,36302,36302,True,True,True,True,False,2279,False,False,32,True,False,2279,32,36302,1.0,5117

71583602,False,False,537,36319,36319,True,True,True,True,False,5318,False,False,7,True,False,5318,7,36319,1.0,280

